Date,Open,High,Low,Close,Volume
10/13/2023,"139.38","140.00","136.62","137.36","23,435,600"
10/12/2023,"141.05","141.22","138.26","138.97","24,765,539"
10/11/2023,"138.58","141.11","138.58","140.55","25,884,301"
10/10/2023,"138.50","139.72","137.33","138.06","27,786,609"
10/09/2023,"136.94","138.94","135.61","138.42","19,278,070"
10/06/2023,"134.01","138.16","134.01","137.58","27,597,600"
10/05/2023,"135.07","135.49","133.45","135.07","19,832,619"
10/04/2023,"132.79","135.57","132.53","135.24","26,752,301"
10/03/2023,"133.94","134.26","131.84","132.43","22,989,400"
10/02/2023,"131.21","134.42","131.17","134.17","22,288,039"
09/29/2023,"133.28","134.05","130.36","130.86","30,859,789"
09/28/2023,"129.84","133.30","129.79","132.31","22,513,131"
09/27/2023,"128.57","130.90","128.57","130.54","22,746,449"
09/26/2023,"129.77","130.36","127.22","128.57","25,718,699"
09/25/2023,"129.83","131.17","128.96","131.11","20,094,641"
09/22/2023,"130.76","132.03","129.60","130.25","26,397,340"
09/21/2023,"131.44","132.23","130.07","130.44","31,503,910"
09/20/2023,"138.08","138.08","133.62","133.74","29,927,480"
09/19/2023,"137.42","138.41","136.62","138.04","20,353,650"
09/18/2023,"136.61","139.16","136.61","138.21","21,861,350"
09/15/2023,"137.98","138.52","136.48","137.40","38,919,609"
09/14/2023,"137.60","138.70","136.24","138.10","24,750,971"
09/13/2023,"135.09","136.90","134.15","136.71","20,749,500"
09/12/2023,"136.26","136.87","135.19","135.34","18,405,510"
09/11/2023,"136.54","137.48","135.79","136.92","20,763,350"
09/08/2023,"134.91","136.66","134.85","136.38","23,584,189"
09/07/2023,"133.59","135.58","132.95","135.26","18,844,340"
09/06/2023,"136.02","136.53","133.67","134.46","18,684,529"
09/05/2023,"135.44","136.42","134.58","135.77","19,403,109"
09/01/2023,"137.46","137.46","134.85","135.66","21,543,689"
08/31/2023,"136.01","138.00","135.79","136.17","30,053,801"
08/30/2023,"134.78","136.28","134.07","135.88","28,315,770"
08/29/2023,"132.24","136.57","132.24","134.57","43,075,559"
08/28/2023,"131.31","132.54","130.14","131.01","20,543,270"
08/25/2023,"129.54","130.76","127.25","129.88","26,762,891"
08/24/2023,"133.95","134.25","129.57","129.78","28,500,689"
08/23/2023,"130.18","133.41","129.87","132.37","27,819,711"
08/22/2023,"128.51","130.28","128.32","129.08","22,067,520"
08/21/2023,"127.18","128.73","126.56","128.37","25,248,730"
08/18/2023,"128.51","129.25","126.38","127.46","30,504,770"
08/17/2023,"129.80","131.99","129.29","129.92","33,446,281"
08/16/2023,"128.70","130.28","127.87","128.70","25,216,070"
08/15/2023,"131.10","131.42","129.28","129.78","19,770,730"
08/14/2023,"129.39","131.37","128.96","131.33","24,695,609"
08/11/2023,"128.66","129.93","128.17","129.56","19,591,080"
08/10/2023,"131.32","132.05","129.45","129.69","20,857,750"
08/09/2023,"131.66","132.04","129.00","129.66","24,912,920"
08/08/2023,"130.62","131.51","129.55","131.40","23,535,180"
08/07/2023,"129.16","131.61","129.02","131.53","22,746,289"
08/04/2023,"129.28","131.51","127.91","128.11","26,147,160"
08/03/2023,"127.97","129.39","127.42","128.45","20,159,529"
08/02/2023,"129.45","130.09","127.56","128.38","26,273,260"
08/01/2023,"130.78","132.63","130.68","131.55","23,276,439"
07/31/2023,"132.73","133.53","131.78","132.72","28,055,529"
07/28/2023,"130.78","133.74","130.57","132.58","36,591,160"
07/27/2023,"131.67","133.24","128.79","129.40","44,952,070"
07/26/2023,"130.07","130.98","128.32","129.27","61,682,090"
07/25/2023,"121.36","123.15","121.02","122.21","52,509,551"
07/24/2023,"121.66","123.00","120.98","121.53","29,723,670"
07/21/2023,"120.62","120.99","118.73","120.02","71,606,469"
07/20/2023,"121.42","124.09","118.22","119.20","37,906,762"
07/19/2023,"124.60","125.18","121.80","122.03","37,224,031"
07/18/2023,"124.60","124.68","122.96","123.76","26,226,449"
07/17/2023,"125.94","127.10","124.20","124.65","25,716,221"
07/14/2023,"124.80","126.78","123.49","125.42","33,283,078"
07/13/2023,"120.93","124.83","120.45","124.54","44,297,922"
07/12/2023,"118.80","120.33","118.41","118.93","30,404,410"
07/11/2023,"116.29","117.71","115.35","117.14","23,078,779"
07/10/2023,"118.30","118.31","116.14","116.45","35,315,238"
07/07/2023,"120.10","121.05","119.40","119.48","21,709,551"
07/06/2023,"119.80","120.30","118.40","120.11","24,778,801"
07/05/2023,"119.24","122.61","119.23","121.75","27,584,811"
07/03/2023,"119.24","120.19","118.82","119.90","14,442,850"
06/30/2023,"120.17","121.08","119.69","119.70","29,532,240"
06/29/2023,"119.24","120.06","118.30","119.10","24,090,900"
06/28/2023,"117.09","120.39","116.85","120.18","27,091,449"
06/27/2023,"117.08","119.08","116.10","118.33","39,535,941"
06/26/2023,"120.76","122.00","118.27","118.34","33,969,898"
06/23/2023,"121.38","122.79","121.06","122.34","34,913,641"
06/22/2023,"120.00","123.24","118.83","123.15","26,952,250"
06/21/2023,"122.40","122.66","120.10","120.55","30,306,340"
06/20/2023,"122.93","124.57","122.14","123.10","26,097,490"
06/16/2023,"125.93","126.11","123.28","123.53","45,535,551"
06/15/2023,"123.14","125.46","122.40","125.09","35,246,273"
06/14/2023,"123.10","124.05","121.45","123.67","30,592,301"
06/13/2023,"124.98","125.16","123.18","123.83","22,278,311"
06/12/2023,"122.79","124.05","121.66","123.64","28,338,740"
06/09/2023,"122.25","123.76","121.91","122.23","23,778,320"
06/08/2023,"122.23","123.23","121.24","122.14","29,389,170"
06/07/2023,"126.97","129.04","122.12","122.50","52,538,992"
06/06/2023,"126.01","128.29","125.36","127.31","26,638,301"
06/05/2023,"124.01","127.43","123.84","126.01","32,305,529"
06/02/2023,"123.99","126.15","123.76","124.67","26,980,150"
06/01/2023,"122.82","124.42","122.62","123.72","30,772,680"
05/31/2023,"122.75","124.06","122.50","122.87","37,325,793"
05/30/2023,"125.64","125.66","122.00","123.67","35,076,660"
05/26/2023,"123.17","125.26","122.45","124.61","35,635,941"
05/25/2023,"124.52","125.32","121.96","123.48","42,316,992"
05/24/2023,"121.12","121.91","119.86","120.90","34,182,641"
05/23/2023,"124.16","124.63","122.21","122.56","34,046,246"
05/22/2023,"122.94","126.43","122.74","125.05","35,253,031"
05/19/2023,"123.55","125.97","122.15","122.76","41,353,449"
05/18/2023,"120.95","123.31","120.83","122.83","35,234,230"
05/17/2023,"119.61","121.67","118.89","120.84","33,323,590"
05/16/2023,"116.49","120.75","116.43","119.51","45,035,559"
05/15/2023,"116.11","118.48","116.01","116.51","36,266,770"
05/12/2023,"116.68","118.03","116.11","117.51","41,102,328"
05/11/2023,"115.40","117.92","114.41","116.57","78,900,031"
05/10/2023,"107.97","112.94","107.93","111.75","63,153,367"
05/09/2023,"108.39","110.15","107.19","107.35","36,360,141"
05/08/2023,"105.18","107.96","105.16","107.77","26,511,449"
05/05/2023,"104.82","105.88","104.11","105.57","26,639,250"
05/04/2023,"105.49","105.60","103.97","104.69","23,419,510"
05/03/2023,"105.53","107.49","104.96","105.41","21,795,410"
05/02/2023,"107.14","107.20","103.71","105.32","30,997,250"
05/01/2023,"106.84","107.99","106.82","107.20","26,681,680"
04/28/2023,"107.04","107.35","105.09","107.34","36,139,848"
04/27/2023,"104.45","108.37","103.54","107.59","50,089,191"
04/26/2023,"104.92","106.35","102.63","103.71","53,347,559"
04/25/2023,"105.83","106.69","103.84","103.85","46,664,102"
04/24/2023,"105.49","106.63","104.70","105.97","23,542,830"
04/21/2023,"105.47","106.00","104.78","105.41","25,800,080"
04/20/2023,"103.91","106.25","103.87","105.29","27,820,789"
04/19/2023,"103.58","104.98","103.07","104.18","20,905,680"
04/18/2023,"106.49","106.54","104.07","104.50","26,596,449"
04/17/2023,"104.66","106.16","104.52","105.97","37,571,219"
04/14/2023,"106.89","108.94","106.84","108.87","26,578,000"
04/13/2023,"105.84","107.49","105.84","107.43","24,843,580"
04/12/2023,"106.58","106.75","104.34","104.64","24,370,270"
04/11/2023,"106.55","106.73","104.68","105.35","26,311,801"
04/10/2023,"106.98","107.59","105.12","106.44","27,067,359"
04/06/2023,"105.26","109.17","104.33","108.42","48,711,480"
04/05/2023,"105.78","106.10","103.66","104.47","28,290,500"
04/04/2023,"104.33","105.58","104.04","104.72","24,420,080"
04/03/2023,"102.39","104.53","101.93","104.36","25,035,400"
03/31/2023,"101.30","103.89","101.04","103.73","36,863,367"
03/30/2023,"100.91","101.16","99.78","100.89","33,086,180"
03/29/2023,"102.28","102.49","100.65","101.39","28,779,570"
03/28/2023,"102.44","102.45","99.74","101.03","32,057,869"
03/27/2023,"104.62","104.76","101.93","102.46","31,120,859"
03/24/2023,"104.99","105.49","103.84","105.44","30,411,039"
03/23/2023,"105.06","106.30","104.46","105.60","40,797,770"
03/22/2023,"104.27","106.59","103.33","103.37","43,427,422"
03/21/2023,"101.25","105.10","101.22","104.92","42,110,281"
03/20/2023,"100.12","101.75","99.87","101.22","32,960,441"
03/17/2023,"100.26","102.84","100.10","101.62","61,028,551"
03/16/2023,"96.20","101.19","95.50","100.32","65,567,656"
03/15/2023,"93.22","96.93","92.64","96.11","50,622,047"
03/14/2023,"92.56","94.36","92.44","93.97","36,050,207"
03/13/2023,"90.09","92.57","89.42","91.11","37,335,566"
03/10/2023,"92.17","92.79","90.40","90.63","35,941,047"
03/09/2023,"94.05","95.53","91.90","92.32","28,813,529"
03/08/2023,"94.12","95.96","94.00","94.25","34,103,273"
03/07/2023,"94.98","95.67","93.53","93.86","27,835,480"
03/06/2023,"94.02","95.97","94.00","95.13","32,639,311"
03/03/2023,"92.48","93.73","92.45","93.65","35,160,113"
03/02/2023,"89.66","92.28","89.59","92.00","32,226,230"
03/01/2023,"89.98","91.03","89.67","90.36","31,111,230"
02/28/2023,"89.33","91.23","89.32","90.06","30,142,039"
02/27/2023,"89.87","90.16","89.34","89.87","27,502,301"
02/24/2023,"89.44","89.89","88.58","89.13","36,585,090"
02/23/2023,"91.92","91.94","89.76","90.89","41,206,379"
02/22/2023,"91.70","92.11","90.61","91.65","30,884,020"
02/21/2023,"93.00","93.10","91.72","91.79","33,629,262"
02/17/2023,"94.85","95.56","93.21","94.35","34,284,121"
02/16/2023,"95.37","97.68","94.74","95.51","42,462,621"
02/15/2023,"94.49","97.12","94.15","96.94","50,298,480"
02/14/2023,"94.43","94.85","92.26","94.68","54,726,121"
02/13/2023,"94.74","95.20","93.84","94.61","50,076,121"
02/10/2023,"95.45","96.75","94.25","94.57","54,980,699"
02/09/2023,"100.00","100.03","93.63","95.01","119,455,000"
02/08/2023,"102.05","103.14","98.04","99.37","94,743,523"
02/07/2023,"103.22","108.18","103.12","107.64","49,010,230"
02/06/2023,"102.40","104.36","101.88","102.90","31,999,561"
02/03/2023,"102.93","107.81","102.58","104.78","65,309,262"
02/02/2023,"105.80","107.85","105.61","107.74","69,883,758"
02/01/2023,"98.71","101.19","97.58","100.43","35,531,102"
01/31/2023,"96.87","98.88","96.82","98.84","29,870,670"
01/30/2023,"97.48","98.29","96.40","96.94","27,226,199"
01/27/2023,"97.31","100.32","97.31","99.37","33,879,754"
01/26/2023,"96.50","97.57","95.38","97.52","30,113,971"
01/25/2023,"95.57","96.16","93.76","95.22","42,329,953"
01/24/2023,"98.10","99.61","97.20","97.70","33,078,512"
01/23/2023,"97.95","100.04","97.50","99.79","40,005,059"
01/20/2023,"95.10","98.30","95.02","98.02","63,191,078"
01/19/2023,"90.72","93.61","90.63","93.05","37,000,398"
01/18/2023,"92.14","92.80","90.64","91.12","29,116,689"
01/17/2023,"92.06","92.25","90.05","91.29","32,602,420"
01/13/2023,"90.85","92.19","90.13","92.12","26,329,211"
01/12/2023,"91.48","91.87","89.75","91.13","30,258,141"
01/11/2023,"89.18","91.60","89.01","91.52","26,861,971"
01/10/2023,"85.98","88.67","85.83","88.42","30,467,760"
