Date,Open,High,Low,Close,Volume
10/27/2023,"59.96","60.14","59.00","59.29","1,818,345"
10/26/2023,"60.45","60.97","58.87","59.50","2,493,369"
10/25/2023,"61.40","61.79","60.27","60.35","3,097,646"
10/24/2023,"61.49","62.87","61.49","62.14","2,420,036"
10/23/2023,"61.10","62.04","60.90","61.13","2,046,389"
10/20/2023,"62.42","62.65","61.41","61.71","2,487,977"
10/19/2023,"63.43","63.97","62.12","62.36","1,651,431"
10/18/2023,"63.32","63.81","62.79","62.97","1,951,542"
10/17/2023,"62.68","64.92","62.65","63.84","3,031,991"
10/16/2023,"63.06","63.59","62.44","63.18","2,378,965"
10/13/2023,"63.42","63.70","62.15","62.75","2,811,496"
10/12/2023,"64.93","64.93","62.67","63.47","3,069,781"
10/11/2023,"67.43","67.59","64.78","64.82","3,142,910"
10/10/2023,"66.00","67.89","65.86","67.28","2,416,363"
10/09/2023,"63.97","66.13","63.53","66.10","3,389,079"
10/06/2023,"63.68","65.80","63.68","65.48","3,237,485"
10/05/2023,"65.95","66.06","64.15","64.52","3,951,284"
10/04/2023,"68.68","68.88","65.52","66.06","4,689,519"
10/03/2023,"69.58","70.25","67.68","68.04","3,258,383"
10/02/2023,"69.93","71.38","69.47","70.11","2,459,042"
09/29/2023,"69.13","71.08","69.12","69.94","2,824,928"
09/28/2023,"67.00","68.57","66.41","68.33","1,829,011"
09/27/2023,"68.94","68.96","66.51","67.32","2,617,923"
09/26/2023,"68.19","69.16","68.03","68.30","2,262,437"
09/25/2023,"68.25","69.16","68.20","68.65","1,853,557"
09/22/2023,"68.50","69.73","68.40","68.85","2,498,384"
09/21/2023,"68.00","68.90","67.86","68.31","3,414,937"
09/20/2023,"69.50","70.05","68.77","68.80","2,214,596"
09/19/2023,"70.12","70.55","68.64","69.34","2,399,523"
09/18/2023,"70.81","71.12","69.78","70.63","1,958,731"
09/15/2023,"71.57","72.45","70.65","71.11","6,239,299"
09/14/2023,"70.03","71.88","70.00","71.57","3,201,399"
09/13/2023,"70.02","70.35","68.81","69.84","3,349,038"
09/12/2023,"70.69","71.78","70.25","70.27","2,880,443"
09/11/2023,"71.58","72.91","71.13","71.78","4,245,270"
09/08/2023,"73.68","73.80","71.64","72.06","3,885,348"
09/07/2023,"73.19","74.82","72.34","73.68","3,948,272"
09/06/2023,"73.00","74.08","72.60","74.00","3,579,884"
09/05/2023,"70.98","75.91","70.72","73.28","9,151,413"
09/01/2023,"71.79","72.42","71.43","71.72","4,025,215"
08/31/2023,"69.16","72.55","68.79","71.03","6,456,794"
08/30/2023,"68.54","69.27","67.91","68.67","2,080,639"
08/29/2023,"67.41","68.92","66.86","68.81","2,446,164"
08/28/2023,"68.23","68.56","67.20","67.57","1,841,334"
08/25/2023,"66.67","67.96","66.51","67.70","2,454,167"
08/24/2023,"69.18","69.19","66.94","66.95","2,956,371"
08/23/2023,"66.25","69.54","66.15","68.17","7,339,557"
08/22/2023,"67.18","67.37","63.59","65.83","13,083,370"
08/21/2023,"66.55","67.94","66.50","67.27","9,917,426"
08/18/2023,"64.45","66.83","64.33","66.29","3,215,954"
08/17/2023,"65.24","66.34","65.18","65.36","2,315,593"
08/16/2023,"65.73","66.71","65.36","65.38","2,080,817"
08/15/2023,"67.00","67.41","65.95","66.06","2,567,496"
08/14/2023,"66.20","67.56","65.59","67.55","2,202,318"
08/11/2023,"66.55","67.25","66.23","66.60","1,508,377"
08/10/2023,"67.81","68.79","66.98","67.47","1,976,394"
08/09/2023,"67.51","67.61","66.15","66.55","2,142,926"
08/08/2023,"67.47","67.92","65.71","67.55","3,561,980"
08/07/2023,"69.09","69.19","67.63","68.66","2,459,035"
08/04/2023,"70.30","70.95","69.04","69.06","3,078,055"
08/03/2023,"69.10","70.62","69.05","69.89","1,946,580"
08/02/2023,"71.52","71.52","69.68","69.89","3,073,045"
08/01/2023,"72.93","73.04","71.87","72.91","2,068,950"
07/31/2023,"73.28","74.19","72.87","73.35","3,001,981"
07/28/2023,"73.35","74.55","72.85","73.08","2,744,089"
07/27/2023,"72.18","74.55","71.99","72.39","3,944,140"
07/26/2023,"69.00","71.37","68.54","71.10","2,885,300"
07/25/2023,"69.95","70.61","69.28","69.33","2,340,977"
07/24/2023,"71.00","71.60","69.27","69.51","2,885,814"
07/21/2023,"70.43","71.49","70.04","71.03","5,676,943"
07/20/2023,"72.67","73.35","69.79","69.80","3,118,137"
07/19/2023,"72.90","75.10","72.66","73.92","4,190,672"
07/18/2023,"73.03","73.88","71.31","72.28","4,008,450"
07/17/2023,"70.44","73.46","70.05","72.84","4,514,613"
07/14/2023,"71.50","71.99","70.19","70.59","3,856,434"
07/13/2023,"70.29","71.45","69.20","71.24","3,309,035"
07/12/2023,"70.25","70.95","68.94","69.80","3,062,626"
07/11/2023,"67.74","69.89","67.66","69.74","3,458,973"
07/10/2023,"64.70","67.66","64.60","67.62","3,439,380"
07/07/2023,"64.74","66.22","64.55","65.67","2,190,229"
07/06/2023,"66.37","66.59","64.33","64.69","3,180,767"
07/05/2023,"67.82","68.35","67.18","67.65","2,228,254"
07/03/2023,"67.73","69.32","67.73","68.29","1,622,118"
06/30/2023,"68.53","68.56","67.63","67.88","2,057,121"
06/29/2023,"68.55","68.55","67.15","67.60","2,571,983"
06/28/2023,"67.97","69.06","67.55","68.69","2,466,753"
06/27/2023,"67.03","68.34","66.62","68.05","2,866,660"
06/26/2023,"66.54","67.86","66.41","66.62","2,457,140"
06/23/2023,"66.48","67.48","65.76","66.62","5,301,264"
06/22/2023,"66.59","67.48","65.61","67.45","2,320,127"
06/21/2023,"70.51","71.00","66.85","66.93","4,120,031"
06/20/2023,"69.21","71.49","69.06","70.56","4,056,833"
06/16/2023,"70.12","70.47","69.01","70.06","4,804,948"
06/15/2023,"67.74","70.35","67.66","69.94","3,164,172"
06/14/2023,"68.43","69.08","66.94","68.40","3,658,778"
06/13/2023,"69.43","69.89","68.42","68.82","4,048,048"
06/12/2023,"67.14","70.35","66.66","69.18","5,277,262"
06/09/2023,"68.05","68.84","66.60","67.14","4,059,605"
06/08/2023,"66.50","67.17","65.92","66.74","2,889,883"
06/07/2023,"69.98","70.83","66.07","66.50","5,368,912"
06/06/2023,"68.44","69.70","68.04","69.50","3,752,536"
06/05/2023,"66.75","69.68","65.01","69.02","8,417,379"
06/02/2023,"68.76","69.09","67.03","67.09","3,737,928"
06/01/2023,"66.17","68.73","66.07","67.83","3,368,954"
05/31/2023,"65.36","67.35","65.06","67.13","5,525,797"
05/30/2023,"67.00","67.26","63.93","65.68","4,622,346"
05/26/2023,"65.43","68.48","65.15","66.27","5,952,018"
05/25/2023,"62.45","65.55","61.56","65.12","6,533,215"
05/24/2023,"64.90","66.45","62.35","62.63","7,582,605"
05/23/2023,"69.00","69.10","65.18","65.65","16,952,750"
05/22/2023,"69.35","71.99","68.85","71.41","9,631,777"
05/19/2023,"69.17","70.12","68.77","69.37","3,835,945"
05/18/2023,"67.83","69.67","67.63","69.53","3,934,575"
05/17/2023,"66.09","67.95","64.91","67.85","4,060,225"
05/16/2023,"65.86","66.59","65.52","65.99","2,830,201"
05/15/2023,"63.40","66.05","63.30","66.03","3,559,837"
05/12/2023,"64.41","64.41","63.29","63.69","2,653,123"
05/11/2023,"64.73","65.05","63.72","64.45","2,344,183"
05/10/2023,"64.14","65.67","64.05","64.43","3,533,428"
05/09/2023,"62.26","64.55","62.21","63.56","4,138,363"
05/08/2023,"63.45","63.95","62.50","62.93","2,791,167"
05/05/2023,"63.13","64.08","62.85","63.40","3,191,489"
05/04/2023,"60.53","63.10","60.53","62.22","3,800,607"
05/03/2023,"61.43","61.92","60.48","60.82","3,585,524"
05/02/2023,"61.37","62.02","60.87","61.19","3,202,723"
05/01/2023,"61.40","61.95","61.05","61.68","2,687,660"
04/28/2023,"61.29","61.96","60.45","61.43","4,256,303"
04/27/2023,"62.04","62.41","61.19","61.29","3,853,241"
04/26/2023,"64.16","64.48","60.91","61.43","4,203,270"
04/25/2023,"65.01","65.18","63.02","63.05","4,299,169"
04/24/2023,"63.91","67.67","62.61","65.80","12,937,130"
04/21/2023,"65.50","65.77","63.77","63.98","4,619,358"
04/20/2023,"66.76","67.43","65.63","65.70","3,399,879"
04/19/2023,"66.50","68.36","66.38","67.75","2,903,379"
04/18/2023,"68.30","68.45","67.05","67.27","2,548,948"
04/17/2023,"68.00","69.20","67.50","67.62","7,925,768"
04/14/2023,"69.57","70.10","68.70","69.50","3,706,908"
04/13/2023,"67.74","70.89","67.74","70.18","3,255,059"
04/12/2023,"71.17","71.53","67.46","67.49","2,906,473"
04/11/2023,"68.87","70.80","68.25","70.00","4,037,278"
04/10/2023,"71.18","71.33","69.66","71.17","2,136,990"
04/06/2023,"70.72","72.10","69.56","71.85","2,074,351"
04/05/2023,"73.01","73.06","70.14","71.10","3,576,935"
04/04/2023,"74.15","74.41","72.90","73.64","1,812,528"
04/03/2023,"73.17","73.77","72.37","73.67","2,304,713"
03/31/2023,"72.48","74.33","72.13","73.84","4,311,384"
03/30/2023,"71.61","72.92","71.22","72.04","2,833,871"
03/29/2023,"69.72","71.07","69.60","70.60","3,027,792"
03/28/2023,"68.57","68.96","67.35","68.54","2,073,264"
03/27/2023,"69.69","70.20","67.85","68.57","2,168,352"
03/24/2023,"68.25","69.05","67.76","69.04","1,719,329"
03/23/2023,"69.44","70.73","68.71","69.19","3,849,430"
03/22/2023,"71.72","72.16","68.69","68.75","2,821,058"
03/21/2023,"69.72","71.89","69.18","71.85","2,456,557"
03/20/2023,"68.88","69.33","67.40","69.30","3,578,337"
03/17/2023,"70.55","70.60","68.57","69.19","3,763,431"
03/16/2023,"71.33","72.20","69.87","70.59","4,271,889"
03/15/2023,"68.10","71.20","68.10","71.03","3,477,206"
03/14/2023,"69.99","70.80","68.19","68.99","2,299,409"
03/13/2023,"66.33","69.95","65.62","68.67","4,290,671"
03/10/2023,"66.20","68.43","64.46","67.12","5,660,659"
03/09/2023,"68.81","69.71","67.14","67.62","4,020,068"
03/08/2023,"69.92","70.33","68.29","68.91","2,775,799"
03/07/2023,"71.64","73.05","69.47","69.65","3,100,882"
03/06/2023,"71.23","73.11","70.63","71.33","3,246,301"
03/03/2023,"69.13","71.41","68.93","70.81","4,358,032"
03/02/2023,"68.90","71.31","68.90","70.63","4,093,615"
03/01/2023,"74.20","75.80","69.35","69.62","7,258,271"
02/28/2023,"75.96","76.98","72.89","74.59","18,552,100"
02/27/2023,"74.90","75.37","73.20","73.72","8,477,340"
02/24/2023,"72.40","74.57","72.19","73.93","3,062,819"
02/23/2023,"74.37","75.04","72.66","74.57","2,948,375"
02/22/2023,"73.09","74.25","72.73","73.39","4,489,377"
02/21/2023,"74.02","75.15","72.27","72.47","2,884,858"
02/17/2023,"76.91","77.10","74.30","76.11","3,002,058"
02/16/2023,"78.59","80.43","77.56","77.91","3,205,399"
02/15/2023,"77.67","80.80","76.99","80.77","2,338,422"
02/14/2023,"75.63","77.99","74.25","77.90","3,308,624"
02/13/2023,"75.10","76.51","73.60","76.48","2,941,291"
02/10/2023,"75.76","75.87","72.87","74.21","3,305,117"
02/09/2023,"80.46","80.66","76.46","76.77","4,015,914"
02/08/2023,"83.53","84.44","79.18","79.35","5,372,559"
02/07/2023,"77.49","85.13","76.01","84.66","14,656,770"
02/06/2023,"77.88","79.23","76.34","77.07","2,862,184"
02/03/2023,"79.62","81.98","78.74","79.54","3,488,154"
02/02/2023,"80.23","84.42","79.51","82.84","5,428,386"
02/01/2023,"75.48","78.50","73.90","78.11","3,161,119"
01/31/2023,"73.50","75.02","73.36","75.00","2,832,733"
01/30/2023,"73.09","78.44","73.08","73.50","7,108,356"
01/27/2023,"71.04","74.54","70.79","74.15","3,556,909"
01/26/2023,"70.43","72.37","69.76","71.58","2,669,993"
01/25/2023,"68.11","69.36","66.06","68.89","3,202,673"
01/24/2023,"70.79","71.84","69.20","69.43","2,227,885"
01/23/2023,"69.00","71.51","68.25","70.97","2,835,039"
01/20/2023,"67.08","69.77","66.69","69.50","2,838,607"
01/19/2023,"66.29","67.86","66.25","66.84","2,180,093"
01/18/2023,"71.00","71.37","67.43","67.48","3,085,849"
01/17/2023,"69.50","70.20","67.78","69.87","3,776,831"
01/13/2023,"69.09","70.60","68.63","69.49","2,344,180"
01/12/2023,"69.83","70.03","67.63","69.91","3,177,681"
01/11/2023,"70.98","71.37","68.70","70.01","3,343,545"
01/10/2023,"69.54","71.24","69.53","70.86","1,851,248"
